OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SRR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729216,,,,Aluminum,"Unfiltered, field",483,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046627156,,,,Bromide,Total,0.064,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055642-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-CL-(E),APHA,4500 CL E  ~ Chloride in Water by Colorimetry- Automated Ferricyanide Method,,DATA,https://www.nemi.gov/methods/method_summary/9720/,"Pace Analytical Services, LLC",2024-05-29,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_HSSS_202405090001,2024-05-09,11:05:00,EDT,11NPSWRD_WQX-ABLI_HSSS,STORET-1056172808,,,,"Temperature, air",,21,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45456:SR,2024-06-13,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769750,,,,Escherichia coli,Filterable,30,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45456%3ASR/results/1052769750/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202405090001^03,2024-05-09,10:42:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173049,,,as NO3,Nitrate,Dissolved,9.784,mg/L,,Final,,Actual,,,20 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,Water Quality Core Facility (University of TN @ Knoxville),,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-ABLI_SSTS_202405090001%5E03/results/1056173049/resdetectqntlmts,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45461:SR,2024-06-18,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769754,,,,Escherichia coli,Filterable,6,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45461%3ASR/results/1052769754/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SFST,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729632,,Between Inst Detect and Quant Limit,,Iron,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-28,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3ASFST/results/1046729632/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046627246,,Present Below Quantification Limit,as C,Organic carbon,Total,,,J,Final,,Actual,,,,,,,,,,"Estimated value 'J' flaggedPACE Lab ID is 4055245-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-31,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240521%3A1330%3ASR/results/1046627246/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:QFB,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729605,,Not Detected,,Zinc,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-21,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3AQFB/results/1046729605/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR387.0BACT45391:QFR,2024-04-09,,,31ORWUNT_WQX-OR387.0BACT,STORET-1052769934,,,,Escherichia coli,Filterable,410,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR387.0BACT45391%3AQFR/results/1052769934/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_HSSS_202405090001^01,2024-05-09,11:05:00,EDT,11NPSWRD_WQX-ABLI_HSSS,STORET-1056172810,,,,"Temperature, water",,14.5,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SRR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729661,,,,Mercury,"Unfiltered, field",2.5,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7,USEPA,Mercury in water by cold-vapor atomic fluorescence spectrometry,,,https://www.nemi.gov/methods/method_summary/9629/,Virginia Division of Consolidated Lab Service,2024-07-02,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_14_20240514_1077_A,2024-05-14,14:35:00,EDT,11NPSWRD_WQX-BISO_14,STORET-1056976756,,,,Escherichia coli,,30.9,#/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,https://www.nemi.gov/methods/method_summary/5584/,Appalachian Highlands Inventory & Monitoring Network Lab,,,,,,,,,,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240501:1020:QFR,2024-05-01,10:20:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626544,,,,Organic carbon,"Filtered, field",2.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240523:1230:SR:WB:OC,2024-05-23,12:30:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027484,,,,Organic carbon,Dissolved,1.6,mg/L,R,Rejected,,Actual,,,,,,,,,,[R] reported sample result is unusable,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,,2024-06-01,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240523%3A1230%3ASR%3AWB%3AOC/results/1047027484/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SFST,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729621,,,,Magnesium,"Filtered, field",10.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-28,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202405090001^01,2024-05-09,10:42:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173046,,,,"Flow, stream stage (choice list)",,ABOVE NORMAL,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:FM,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046627232,,,as O2,Dissolved oxygen (DO),,7.6,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055245-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-05-21,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SO,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729042,,,,Fixed suspended solids,Unfiltered,13,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3766-85,USDOI/USGS,"Solids, nonvolatile-on-ignition, suspended, calculation",,,,Virginia Division of Consolidated Lab Service,2024-05-29,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:QFB,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729609,,Not Detected,,Iron,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-21,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3AQFB/results/1046729609/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45434:SR,2024-05-22,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769738,,,,Escherichia coli,Filterable,4106,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45434%3ASR/results/1052769738/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SRR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729076,,,,Nickel,"Unfiltered, field",1.64,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:FM,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046627367,,,,"Temperature, water",,21.12,deg C,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055245-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-05-21,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:QFB,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728861,,Not Detected,,Selenium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-21,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240523%3A1030%3AQFB/results/1046728861/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45434:SR,2024-05-22,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769740,,,,Escherichia coli,Filterable,318,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45434%3ASR/results/1052769740/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SFST,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729195,,Not Detected,,Chromium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-27,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240521%3A1330%3ASFST/results/1046729195/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046627378,,,as C,Organic carbon,Total,3.7,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055245-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-31,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046627160,,,as N,Kjeldahl nitrogen,Total,0.76,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055642-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/9626/,"Pace Analytical Services, LLC",2024-06-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046627370,,Not Detected,,"Biochemical oxygen demand, standard conditions",Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,,https://www.nemi.gov/methods/method_summary/5715/,"Pace Analytical Services, LLC",2024-05-28,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3ASR/results/1046627370/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SRR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729074,,Between Inst Detect and Quant Limit,,Selenium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240523%3A1330%3ASRR/results/1046729074/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202405090001,2024-05-09,11:51:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172962,,,,"Temperature, air",,20,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240501:1000:SR,2024-05-01,10:00:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626532,,,as SO4,Sulfate,Total,46.2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-CL-(E),APHA,4500 CL E  ~ Chloride in Water by Colorimetry- Automated Ferricyanide Method,,DATA,https://www.nemi.gov/methods/method_summary/9720/,"Pace Analytical Services, LLC",2024-05-04,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240501:1020:QFR,2024-05-01,10:20:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626551,,Not Detected,as N,"Total Nitrogen, mixed forms",Total,,,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1,USEPA,Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4872/,"Pace Analytical Services, LLC",2024-05-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-KY4.1M%3A20240501%3A1020%3AQFR/results/1046626551/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SFST,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729203,,Not Detected,,Lead,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-27,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240521%3A1330%3ASFST/results/1046729203/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SRR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729651,,,,Aluminum,"Unfiltered, field",445,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SFST,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729622,,,,Strontium,"Filtered, field",200,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-28,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SFST,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728883,,,,Sodium,"Filtered, field",15.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-07-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SFST,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729638,,,,Aluminum,"Filtered, field",11.1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-27,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_16_20240625_1122_T,2024-06-25,11:58:00,EDT,11NPSWRD_WQX-BISO_16,STORET-1056977538,,,,Magnesium,Dissolved,3.96604,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,APHA,Metals in Water by ICP,,,,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_16_20240625_1122_T/results/1056977538/resdetectqntlmts,Y,,,,,STORET
